term	reading	frequency	kana_frequency
碌な	ろくな	27507	6489
ガードレール	ガードレール	27508	
挟撃	きょうげき	27509	
総額	そうがく	27510	
山地	さんち	27511	93992
目に触れる	めにふれる	27512	
ラッピング	ラッピング	27513	
法外	ほうがい	27514	60998
剣を交える	けんをまじえる	27515	
半円	はんえん	27516	
不得手	ふえて	27517	
下手人	げしゅにん	27518	143849
面白半分	おもしろはんぶん	27519	198245
南米	なんべい	27520	
究明	きゅうめい	27521	282555
微風	そよかぜ	27522	106769
気が動転する	きがどうてんする	27523	
辱め	はずかしめ	27524	214821
オーライ	オーライ	27525	
条件付き	じょうけんつき	27526	
刺繡	ししゅう	27527	65892
ほと	ほと	27528	
戦時	せんじ	27529	
都市部	としぶ	27530	
カリキュラム	カリキュラム	27531	
世話係	せわがかり	27532	216600
研究機関	けんきゅうきかん	27533	
前菜	ぜんさい	27534	238639
太っ腹	ふとっぱら	27535	143907
お子	おこ	27536	
説明書	せつめいしょ	27537	307457
信心	しんじん	27538	110728
裏社会	うらしゃかい	27539	
傷害	しょうがい	27540	
入れ物	いれもの	27541	99334
見積もり	みつもり	27542	257781
ネオン	ネオン	27543	
主賓	しゅひん	27544	229096
先約	せんやく	27545	
手打ち	てうち	27546	154226
機内	きない	27547	
屈める	かがめる	27548	31080
生活感	せいかつかん	27549	
体を張る	からだをはる	27550	258159
ぱたり	ぱたり	27551	
高飛車	たかびしゃ	27552	153262
協調性	きょうちょうせい	27553	
品揃え	しなぞろえ	27554	251051
スタートライン	スタートライン	27555	
嫌な気持ち	いやなきもち	27556	309105
寝取る	ねとる	27557	120028
災いする	わざわいする	27558	117766
調書	ちょうしょ	27559	
試着室	しちゃくしつ	27560	
べらべら	べらべら	27561	
チャラい	チャラい	27562	
レイン	レイン	27563	
ワイングラス	ワイングラス	27564	
染み付く	しみつく	27565	53794
農園	のうえん	27566	
老夫婦	ろうふうふ	27567	
よたよた	よたよた	27568	
口端	くちは	27569	
大作戦	だいさくせん	27570	242574
プロデュース	プロデュース	27571	
前年	ぜんねん	27572	296341
身分の高い	みぶんのたかい	27573	
変調	へんちょう	27574	
寂しがり屋	さびしがりや	27575	239058
風上	かざかみ	27576	143358
本店	ほんてん	27577	213943
淀み	よどみ	27578	47495
立体的	りったいてき	27579	
論点	ろんてん	27580	
中出し	なかだし	27581	99477
単	たん	27582	9835
問題解決	もんだいかいけつ	27583	
存在価値	そんざいかち	27584	
ジュニア	ジュニア	27585	
デッサン	デッサン	27586	
すし	すし	27587	
手だて	てだて	27588	85086
サラリ	サラリ	27589	
血だまり	ちだまり	27590	267469
やりすごす	やりすごす	27591	
ゆえん	ゆえん	27592	
これしき	これしき	27593	
たたずまい	たたずまい	27594	
さしだす	さしだす	27595	
ばんばん	ばんばん	27596	
足をとめる	あしをとめる	27597	
いもの	いもの	27598	
ポリポリ	ポリポリ	27599	
ぶちこむ	ぶちこむ	27600	
戸	こ	27601	
首が飛ぶ	くびがとぶ	27602	
弐	に	27603	
リンチ	リンチ	27604	
如月	きさらぎ	27605	82513
ぶすっと	ぶすっと	27606	
遵守	じゅんしゅ	27607	143966
パシリ	パシリ	27608	
鍵盤	けんばん	27609	143778
着火	ちゃっか	27610	196938
禁煙	きんえん	27611	225751
水晶玉	すいしょうだま	27612	308893
拵える	こしらえる	27613	13290
嫡子	ちゃくし	27614	
体操着	たいそうぎ	27615	
簡易的	かんいてき	27616	
本拠	ほんきょ	27617	
未経験	みけいけん	27618	
ユニコーン	ユニコーン	27619	
太刀筋	たちすじ	27620	246583
大荷物	おおにもつ	27621	
悪戦苦闘	あくせんくとう	27622	
捻挫	ねんざ	27623	73089
過小評価	かしょうひょうか	27624	
物見	ものみ	27625	98456
無断	むだん	27626	
向かい合わせ	むかいあわせ	27627	
粘り強い	ねばりづよい	27628	143950
リサ	リサ	27629	
揺	ゆり	27630	121495
黙	しじま	27631	54690
小振り	こぶり	27632	93347
隠し子	かくしご	27633	
辞さない	じさない	27634	
就職先	しゅうしょくさき	27635	
簒奪	さんだつ	27636	150314
物思い	ものおもい	27637	169986
混	こん	27638	
過激派	かげきは	27639	
先触れ	さきぶれ	27640	123870
偏り	かたより	27641	137890
インストール	インストール	27642	
排水	はいすい	27643	170004
極刑	きょっけい	27644	316607
咥え込む	くわえこむ	27645	57379
なりふり構わず	なりふりかまわず	27646	67681
バスケットボール	バスケットボール	27647	
ぶな	ぶな	27648	
幻獣	げんじゅう	27649	
屁	おなら	27650	41390
見飽きる	みあきる	27651	298065
極意	ごくい	27652	
激動	げきどう	27653	297852
労る	いたわる	27654	18482
共同作業	きょうどうさぎょう	27655	310406
ロイ	ロイ	27656	
そばかす	そばかす	27657	
パッと見	パッとみ	27658	
お手伝いさん	おてつだいさん	27659	200271
直轄	ちょっかつ	27660	212625
李	すもも	27661	71695
其の	その	27662	25
陳	ちん	27663	
山小屋	やまごや	27664	
好敵手	こうてきしゅ	27665	302169
お裾分け	おすそわけ	27666	52199
遺恨	いこん	27667	187379
茶目っ気	ちゃめっけ	27668	244032
青少年	せいしょうねん	27669	293033
焼き魚	やきざかな	27670	
渡りに船	わたりにふね	27671	
雷神	らいじん	27672	
クラウス	クラウス	27673	
アポ	アポ	27674	
上半身裸	じょうはんしんはだか	27675	
生易しい	なまやさしい	27676	64880
ビイ	ビイ	27677	
テクノロジー	テクノロジー	27678	
手甲	てっこう	27679	
盤面	ばんめん	27680	
あぐら	あぐら	27681	
ワイワイ	ワイワイ	27682	
罠にかかる	わなにかかる	27683	104216
伝い	づたい	27684	32748
身をかわす	みをかわす	27685	293365
キッカケ	キッカケ	27686	
ヒリヒリ	ヒリヒリ	27687	
足がつく	あしがつく	27688	231344
みっつ	みっつ	27689	
あみ	あみ	27690	
がなる	がなる	27691	
にらみ合う	にらみあう	27692	55293
絞め殺す	しめころす	27693	234891
ひとしお	ひとしお	27694	
ナメクジ	ナメクジ	27695	
浮べる	うかべる	27696	19394
みき	みき	27697	
ただ事	ただごと	27698	28098
寝ころぶ	ねころぶ	27699	86191
掛け	がけ	27700	
おく	おく	27701	
低俗	ていぞく	27702	206301
専ら	もっぱら	27703	12295
失禁	しっきん	27704	
かち合う	かちあう	27705	75999
達す	たっす	27706	124920
やって見る	やってみる	27707	1731
腰を据える	こしをすえる	27708	
簪	かんざし	27709	35094
抜き打ち	ぬきうち	27710	161163
正規軍	せいきぐん	27711	285030
静岡	しずおか	27712	239618
付け込む	つけこむ	27713	29595
騒乱	そうらん	27714	142997
売り切れ	うりきれ	27715	
盲目的	もうもくてき	27716	237539
極彩色	ごくさいしき	27717	
満席	まんせき	27718	
園芸	えんげい	27719	180861
すこしも	すこしも	27720	
昼頃	ひるごろ	27721	103092
どう言う	どういう	27722	282
二列	にれつ	27723	
しゃしゃり出る	しゃしゃりでる	27724	114021
何かの縁	なにかのえん	27725	
末席	まっせき	27726	216752
へばる	へばる	27727	
性交	せいこう	27728	
前屈みになる	まえかがみになる	27729	209222
こつんと	こつんと	27730	
何割	なんわり	27731	
詞	し	27732	
文法	ぶんぽう	27733	193980
試験官	しけんかん	27734	
ガムテープ	ガムテープ	27735	
満更でもない	まんざらでもない	27736	18686
即決	そっけつ	27737	
クリスマスプレゼント	クリスマスプレゼント	27738	
ぶっ倒す	ぶったおす	27739	128653
ちまう	ちまう	27740	
頃合	ころあい	27741	59286
焼き上がる	やきあがる	27742	261160
育て方	そだてかた	27743	313534
主席	しゅせき	27744	118082
脊髄	せきずい	27745	150551
模範的	もはんてき	27746	249084
勅命	ちょくめい	27747	238414
ころり	ころり	27748	
見す	めす	27749	
屈み込む	かがみこむ	27750	35092
支店長	してんちょう	27751	
詩的	してき	27752	
救世	きゅうせい	27753	
精算	せいさん	27754	
始業	しぎょう	27755	192516
言葉少な	ことばずくな	27756	245607
鳳凰	ほうおう	27757	
一千万	いっせんまん	27758	169441
拒絶反応	きょぜつはんのう	27759	
高まり	たかまり	27760	150275
宙返り	ちゅうがえり	27761	216330
補償	ほしょう	27762	106136
ぷいと	ぷいと	27763	
ぱたん	ぱたん	27764	
ＨＲ	エッチアール	27765	
錯綜	さくそう	27766	128251
策を練る	さくをねる	27767	
推理小説	すいりしょうせつ	27768	
歓楽街	かんらくがい	27769	249900
晴れ舞台	はれぶたい	27770	
痴女	ちじょ	27771	142351
酒宴	しゅえん	27772	
実用性	じつようせい	27773	314878
喜びの声	よろこびのこえ	27774	246432
ギフト	ギフト	27775	
白亜	はくあ	27776	137314
そえる	そえる	27777	
見つめあう	みつめあう	27778	102697
そうこなくっちゃ	そうこなくっちゃ	27779	
こな	こな	27780	
ソ	ソ	27781	
生きながらえる	いきながらえる	27782	277613
ハンコ	ハンコ	27783	
１８日	じゅうはちにち	27784	
テ	テ	27785	
おしとやか	おしとやか	27786	
サソリ	サソリ	27787	
やまやま	やまやま	27788	
まったくする	まったくする	27789	
よくぞ	よくぞ	27790	
おまわりさん	おまわりさん	27791	
メガネをかける	メガネをかける	27792	
しらべる	しらべる	27793	
つきとめる	つきとめる	27794	
うばう	うばう	27795	
ウナギ	ウナギ	27796	
忍びこむ	しのびこむ	27797	48192
むかえる	むかえる	27798	
２割	にわり	27799	268739
つきましては	つきましては	27800	
一足	ひとあし	27801	75907
死に際	しにぎわ	27802	
ブレイク	ブレイク	27803	
刻限	こくげん	27804	193527
鈍色	にびいろ	27805	
ポーン	ポーン	27806	
真っ正面	まっしょうめん	27807	246567
いでい	いでい	27808	
川岸	かわぎし	27809	216123
相手方	あいてかた	27810	255460
往生際が悪い	おうじょうぎわがわるい	27811	
母校	ぼこう	27812	162181
良く言う	よくいう	27813	34395
黒装束	くろしょうぞく	27814	157634
大賞	たいしょう	27815	
天窓	てんまど	27816	225725
飽く	あく	27817	
ビリ	ビリ	27818	
皿洗い	さらあらい	27819	304039
並外れる	なみはずれる	27820	95129
めそめそ	めそめそ	27821	
配線	はいせん	27822	
サイドテーブル	サイドテーブル	27823	
見所	みどころ	27824	104121
声が裏返る	こえがうらがえる	27825	
パティシエ	パティシエ	27826	
一陣の風	いちじんのかぜ	27827	
汐	しお	27828	13974
征	しちょう	27829	
インテリア	インテリア	27830	
戦闘服	せんとうふく	27831	278346
斑点	はんてん	27832	
別働隊	べつどうたい	27833	
出席者	しゅっせきしゃ	27834	
エキスパート	エキスパート	27835	
貴い	とうとい	27836	105828
七夕	たなばた	27837	90819
発電	はつでん	27838	223645
蜂起	ほうき	27839	
見落とし	みおとし	27840	
褒賞	ほうしょう	27841	316868
浸水	しんすい	27842	151952
拓く	ひらく	27843	
真っ只中	まっただなか	27844	58488
編隊	へんたい	27845	
御子	みこ	27846	304381
高地	こうち	27847	
先々	さきざき	27848	74100
大雪	おおゆき	27849	235525
髯	ひげ	27850	13436
盛り付ける	もりつける	27851	152278
一枚岩	いちまいいわ	27852	
夜遊び	よあそび	27853	276527
予言者	よげんしゃ	27854	256954
図式	ずしき	27855	
一足飛び	いっそくとび	27856	232852
ちゃうか	ちゃうか	27857	
擦れ合う	すれあう	27858	124630
懊悩	おうのう	27859	287397
へっちゃら	へっちゃら	27860	
些末	さまつ	27861	74735
トレーナー	トレーナー	27862	
お目通り	おめどおり	27863	129684
好青年	こうせいねん	27864	
コク	コク	27865	
後の祭り	あとのまつり	27866	167285
年越し	としこし	27867	247267
保守的	ほしゅてき	27868	
源氏	げんじ	27869	67591
セカンド	セカンド	27870	
朝夕	あさゆう	27871	151077
手が離せない	てがはなせない	27872	
宜い	よい	27873	139
単行本	たんこうぼん	27874	316955
順番待ち	じゅんばんまち	27875	
全集	ぜんしゅう	27876	
属す	しょくす	27877	
クンクン	クンクン	27878	
チェッ	チェッ	27879	
やみくも	やみくも	27880	
だれでも	だれでも	27881	
クルミ	クルミ	27882	
ブ	ブ	27883	
よりよい	よりよい	27884	
ぶらさげる	ぶらさげる	27885	
ナス	ナス	27886	
ずきずき	ずきずき	27887	
いそしむ	いそしむ	27888	
しょうゆ	しょうゆ	27889	
姫さま	ひめさま	27890	65185
お腹がすく	おなかがすく	27891	32176
うす	うす	27892	
あきらめ	あきらめ	27893	
すっとぼける	すっとぼける	27894	
１冊	いっさつ	27895	117518
うそをつく	うそをつく	27896	
わけには行かない	わけにはいかない	27897	1715
こととする	こととする	27898	
かえってくる	かえってくる	27899	
うちわ	うちわ	27900	
朝	ちょう	27901	
新	さら	27902	77696
社	やしろ	27903	167586
誰にともなく	だれにともなく	27904	95983
弓なり	ゆみなり	27905	150702
受け容れる	うけいれる	27906	66187
劣悪	れつあく	27907	
戦時中	せんじちゅう	27908	
節目	ふしめ	27909	141549
師事	しじ	27910	
うだうだ	うだうだ	27911	
逆行	ぎゃっこう	27912	
算出	さんしゅつ	27913	287961
窓際の席	まどぎわのせき	27914	
シカト	シカト	27915	
粘り	ねばり	27916	85113
シャーペン	シャーペン	27917	
敵機	てっき	27918	
逆側	ぎゃくがわ	27919	
走り書き	はしりがき	27920	232370
仲間意識	なかまいしき	27921	289420
隣家	りんか	27922	86390
まとめ役	まとめやく	27923	
原則として	げんそくとして	27924	
補佐官	ほさかん	27925	309408
峡谷	きょうこく	27926	149094
髪を梳く	かみをすく	27927	
威風堂々	いふうどうどう	27928	233411
清純	せいじゅん	27929	245265
竹林	ちくりん	27930	244993
街頭	がいとう	27931	268735
グッジョブ	グッジョブ	27932	
お茶を入れる	おちゃをいれる	27933	261109
拾い	ひろい	27934	153180
カチリ	カチリ	27935	
過多	かた	27936	73787
花を見る	はなをみる	27937	
咬む	かむ	27938	6897
ティア	ティア	27939	
歯嚙み	はがみ	27940	
機械仕掛け	きかいじかけ	27941	296893
エロス	エロス	27942	
大勝利	だいしょうり	27943	263891
別れを惜しむ	わかれをおしむ	27944	229635
散弾	さんだん	27945	
追試	ついし	27946	224803
星人	せいじん	27947	
毎	まい	27948	
紅玉	こうぎょく	27949	
埼玉県	さいたまけん	27950	
仮設	かせつ	27951	219702
尺度	しゃくど	27952	
不出来	ふでき	27953	
両の手	りょうのて	27954	
ボディガード	ボディガード	27955	
注釈	ちゅうしゃく	27956	
嫌気が差す	いやけがさす	27957	123611
ランス	ランス	27958	
反比例	はんぴれい	27959	270245
元年	がんねん	27960	182557
試合終了	しあいしゅうりょう	27961	
チューリップ	チューリップ	27962	
グルメ	グルメ	27963	
特効薬	とっこうやく	27964	222256
古臭い	ふるくさい	27965	192183
汎用	はんよう	27966	148739
鉄パイプ	てつパイプ	27967	
保管庫	ほかんこ	27968	
攻め立てる	せめたてる	27969	130550
ちろちろ	ちろちろ	27970	
連敗	れんぱい	27971	316802
神主	かんぬし	27972	117051
先だって	せんだって	27973	57475
耐久性	たいきゅうせい	27974	
ニーナ	ニーナ	27975	
腐食	ふしょく	27976	270958
悦楽	えつらく	27977	225961
リソース	リソース	27978	
ナッツ	ナッツ	27979	
青銅	せいどう	27980	
ひとりにする	ひとりにする	27981	
うごかす	うごかす	27982	
わが身	わがみ	27983	
あぶる	あぶる	27984	
がちがち	がちがち	27985	
吹きこむ	ふきこむ	27986	
ミカン	ミカン	27987	
ムカデ	ムカデ	27988	
カラダ	カラダ	27989	
ねらい	ねらい	27990	
さいなむ	さいなむ	27991	
しり	しり	27992	
こりごり	こりごり	27993	
ありがたみ	ありがたみ	27994	
持ちきり	もちきり	27995	47093
おととし	おととし	27996	
ツバ	ツバ	27997	
ぶじ	ぶじ	27998	
大したことではない	たいしたことではない	27999	48480
ケガ人	ケガにん	28000	288472
もち	もち	28001	
拘る	こだわる	28002	2956
祭典	さいてん	28003	
附ける	つける	28004	316
キャンパス	キャンパス	28005	
諌める	いさめる	28006	37685
聞き耳	ききみみ	28007	
賞味期限	しょうみきげん	28008	261080
飛び	とび	28009	
報せる	しらせる	28010	
カレーライス	カレーライス	28011	
不確定要素	ふかくていようそ	28012	
パーッと	パーッと	28013	
大豆	だいず	28014	131034
あいたた	あいたた	28015	
足蹴にする	あしげにする	28016	226640
ショット	ショット	28017	
オリハルコン	オリハルコン	28018	
宮中	きゅうちゅう	28019	189614
純血	じゅんけつ	28020	
視覚的	しかくてき	28021	
はける	はける	28022	
半生	はんせい	28023	
坊さん	ぼうさん	28024	119097
彷徨	ほうこう	28025	
怠け者	なまけもの	28026	87643
ちりちり	ちりちり	28027	
なすがまま	なすがまま	28028	
トッピング	トッピング	28029	
微々たるもの	びびたるもの	28030	
成れの果て	なれのはて	28031	106715
談義	だんぎ	28032	
キャスト	キャスト	28033	
指揮系統	しきけいとう	28034	
盗品	とうひん	28035	288865
似た者同士	にたものどうし	28036	
唱和	しょうわ	28037	
年増	としま	28038	71394
丸っこい	まるっこい	28039	84394
良からぬ	よからぬ	28040	18479
ひょいひょい	ひょいひょい	28041	
ぶった切る	ぶったぎる	28042	92302
急展開	きゅうてんかい	28043	274516
相談相手	そうだんあいて	28044	
何にでも	なんにでも	28045	40088
可動	かどう	28046	
プチ	プチ	28047	
ター	ター	28048	
ひそ	ひそ	28049	
駄菓子屋	だがしや	28050	
被さる	かぶさる	28051	27087
十三日	じゅうさんにち	28052	
祝杯	しゅくはい	28053	265077
ＥＸ	イーエックス	28054	
間接キス	かんせつキス	28055	309672
本殿	ほんでん	28056	192141
真っ逆さま	まっさかさま	28057	54080
出発点	しゅっぱつてん	28058	
夜が更ける	よがふける	28059	
享楽	きょうらく	28060	143809
開設	かいせつ	28061	
追憶	ついおく	28062	303819
先が見える	さきがみえる	28063	274620
呆れ果てる	あきれはてる	28064	114204
透過	とうか	28065	
答案	とうあん	28066	209802
窮地に陥る	きゅうちにおちいる	28067	
行方をくらます	ゆくえをくらます	28068	141884
ひとかけら	ひとかけら	28069	
おおきい	おおきい	28070	
あかい	あかい	28071	
カツラ	カツラ	28072	
腰をかがめる	こしをかがめる	28073	199893
１００倍	ひゃくばい	28074	248127
こらす	こらす	28075	
まいに	まいに	28076	
いきおい	いきおい	28077	
せめぎ合う	せめぎあう	28078	51979
つなぎ	つなぎ	28079	
いろ	いろ	28080	
肩にかかる	かたにかかる	28081	269966
しがい	しがい	28082	
つるす	つるす	28083	
みだりに	みだりに	28084	
どこどこ	どこどこ	28085	
あくどい	あくどい	28086	
耳につく	みみにつく	28087	199806
むしゃぶりつく	むしゃぶりつく	28088	
１１日	じゅういちにち	28089	
降りそそぐ	ふりそそぐ	28090	55179
あまねく	あまねく	28091	
殆どない	ほとんどない	28092	4687
イヤイヤ	イヤイヤ	28093	
おかまいなし	おかまいなし	28094	
ささ	ささ	28095	
ねじ曲がる	ねじまがる	28096	82081
掻きむしる	かきむしる	28097	19885
ただごと	ただごと	28098	
にむけて	にむけて	28099	
マトモ	マトモ	28100	
みつ	みつ	28101	
数分間	すうふんかん	28102	
啖呵を切る	たんかをきる	28103	164522
無法者	むほうしゃ	28104	
警笛	けいてき	28105	151972
カンカン	カンカン	28106	
見もの	みもの	28107	77223
バール	バール	28108	
傍に置く	わきにおく	28109	115161
外殻	がいかく	28110	
光量	こうりょう	28111	
八方	はっぽう	28112	170424
昏睡	こんすい	28113	
茶器	ちゃき	28114	194185
下女	げじょ	28115	
成金	なりきん	28116	
洗い場	あらいば	28117	
起爆	きばく	28118	
風に吹かれて	かぜにふかれて	28119	
慧眼	けいがん	28120	79515
原子	げんし	28121	
求愛	きゅうあい	28122	315886
便宜上	べんぎじょう	28123	240327
スパーク	スパーク	28124	
ホイッスル	ホイッスル	28125	
枯らす	からす	28126	
特急	とっきゅう	28127	239155
第一位	だいいちい	28128	
危険視	きけんし	28129	
ディレクター	ディレクター	28130	
一先ず	ひとまず	28131	3477
拡声器	かくせいき	28132	
騎士道	きしどう	28133	285124
ぶるん	ぶるん	28134	
ふにゃふにゃ	ふにゃふにゃ	28135	
貯蓄	ちょちく	28136	200117
三角関係	さんかくかんけい	28137	
底抜け	そこぬけ	28138	209812
プロ野球	プロやきゅう	28139	
燃え広がる	もえひろがる	28140	174137
超然	ちょうぜん	28141	106103
定年	ていねん	28142	
時間制限	じかんせいげん	28143	
不興を買う	ふきょうをかう	28144	
わあわあ	わあわあ	28145	
先が思いやられる	さきがおもいやられる	28146	302860
熊本	くまもと	28147	212876
辞職	じしょく	28148	200589
闘争心	とうそうしん	28149	
哉	かな	28150	
癪に障る	しゃくにさわる	28151	85416
既婚者	きこんしゃ	28152	
文学的	ぶんがくてき	28153	
鉄扉	てっぴ	28154	115363
全国的	ぜんこくてき	28155	
癌	がん	28156	7188
裂傷	れっしょう	28157	275514
大ピンチ	だいピンチ	28158	236457
気流	きりゅう	28159	127816
飾り付け	かざりつけ	28160	101946
尻に敷く	しりにしく	28161	278369
清々	せいせい	28162	23493
再構成	さいこうせい	28163	
厳守	げんしゅ	28164	
軍議	ぐんぎ	28165	
東西南北	とうざいなんぼく	28166	
名言	めいげん	28167	
喜怒哀楽	きどあいらく	28168	
光輝	こうき	28169	
電脳	でんのう	28170	
ツリー	ツリー	28171	
無理からぬ	むりからぬ	28172	167685
エフェクト	エフェクト	28173	
怨む	うらむ	28174	
帰宅部	きたくぶ	28175	
インフラ	インフラ	28176	
交ぜる	まぜる	28177	20797
全体像	ぜんたいぞう	28178	
副業	ふくぎょう	28179	
賭け事	かけごと	28180	
反感を買う	はんかんをかう	28181	
雲一つない	くもひとつない	28182	299376
ノコノコ	ノコノコ	28183	
向いている	むいている	28184	132382
引越し	ひっこし	28185	131161
二撃	にげき	28186	
長きにわたる	ながきにわたる	28187	303185
１７日	じゅうしちにち	28188	
あびる	あびる	28189	
申し入れ	もうしいれ	28190	
うま	うま	28191	
ゾウ	ゾウ	28192	
塗りつける	ぬりつける	28193	102184
りえん	りえん	28194	
いくよ	いくよ	28195	
めぐみ	めぐみ	28196	
よろい	よろい	28197	
ものをいう	ものをいう	28198	
さや	さや	28199	
問いつめる	といつめる	28200	157958
直談判	じかだんぱん	28201	239895
半笑い	はんわらい	28202	
連続殺人	れんぞくさつじん	28203	
小高い	こだかい	28204	165254
総て	すべて	28205	615
摘出	てきしゅつ	28206	292739
意気地なし	いくじなし	28207	59481
気が晴れる	きがはれる	28208	
絹糸	けんし	28209	
一個人	いっこじん	28210	
良家	りょうけ	28211	
勝手知ったる	かってしったる	28212	
まだまだこれから	まだまだこれから	28213	
麻袋	あさぶくろ	28214	250157
権勢	けんせい	28215	
スタンダード	スタンダード	28216	
令息	れいそく	28217	
与党	よとう	28218	205392
占有	せんゆう	28219	167043
プロフェッショナル	プロフェッショナル	28220	
白雪姫	しらゆきひめ	28221	146045
ボクサー	ボクサー	28222	
内科	ないか	28223	168401
細切れ	こまぎれ	28224	137242
絶対服従	ぜったいふくじゅう	28225	296890
庄	しょう	28226	
女子学生	じょしがくせい	28227	
歪曲	わいきょく	28228	120110
位置情報	いちじょうほう	28229	
此の	この	28230	21
推進力	すいしんりょく	28231	
大川	おおかわ	28232	
雨風	あまかぜ	28233	
ヴァンパイア	ヴァンパイア	28234	
残響	ざんきょう	28235	
象徴的	しょうちょうてき	28236	
芳醇	ほうじゅん	28237	
鎮火	ちんか	28238	
問題集	もんだいしゅう	28239	274558
残量	ざんりょう	28240	272208
通帳	つうちょう	28241	122300
請求書	せいきゅうしょ	28242	
脈拍	みゃくはく	28243	292338
気色	けしき	28244	39187
ゼミ	ゼミ	28245	
本領	ほんりょう	28246	216340
道を空ける	みちをあける	28247	266392
手段を選ばない	しゅだんをえらばない	28248	
湯浴み	ゆあみ	28249	124285
護身術	ごしんじゅつ	28250	
極致	きょくち	28251	
ＡＶ	エーブイ	28252	255125
お坊ちゃん	おぼっちゃん	28253	67694
ほんなら	ほんなら	28254	
運動場	うんどうじょう	28255	228969
カウンター席	カウンターせき	28256	
級友	きゅうゆう	28257	
臓腑	ぞうふ	28258	
うわーん	うわーん	28259	
半世紀	はんせいき	28260	
死去	しきょ	28261	166498
内股	うちまた	28262	
良し悪し	よしあし	28263	57374
足を洗う	あしをあらう	28264	
のし上がる	のしあがる	28265	68691
肖像	しょうぞう	28266	149938
辞表	じひょう	28267	295621
トレース	トレース	28268	
高嶺の花	たかねのはな	28269	
飛び火	とびひ	28270	293423
心が躍る	こころがおどる	28271	244229
鼓	つづみ	28272	56986
禁書	きんしょ	28273	
莫迦	ばか	28274	3788
滲みる	しみる	28275	14580
一も二もなく	いちもにもなく	28276	230208
すくなくとも	すくなくとも	28277	
ただ一度	ただいちど	28278	159745
呆	ほう	28279	
ドローン	ドローン	28280	
プラチナ	プラチナ	28281	
有効に使う	ゆうこうにつかう	28282	
ウジウジ	ウジウジ	28283	
いにしえ	いにしえ	28284	
がんがん	がんがん	28285	
けだるい	けだるい	28286	
ナ	ナ	28287	
ニャン	ニャン	28288	
ギラリ	ギラリ	28289	
スラリ	スラリ	28290	
さび	さび	28291	
着こむ	きこむ	28292	49996
にら	にら	28293	
バツの悪い	バツのわるい	28294	208453
ポロリ	ポロリ	28295	
駆けよる	かけよる	28296	34778
しずしず	しずしず	28297	
おぼえ	おぼえ	28298	
いまどき	いまどき	28299	
ハン	ハン	28300	
切	きり	28301	1158
脅かす	おどかす	28302	26252
周りの目	まわりのめ	28303	
コラボ	コラボ	28304	
震撼	しんかん	28305	
雑兵	ぞうひょう	28306	107132
登り	のぼり	28307	31458
膨らます	ふくらます	28308	52390
反駁	はんばく	28309	82230
第六感	だいろっかん	28310	
塩分	えんぶん	28311	169125
不義	ふぎ	28312	26794
子守歌	こもりうた	28313	205576
カリスマ性	カリスマせい	28314	
汗まみれ	あせまみれ	28315	
張り込む	はりこむ	28316	128266
開け放す	あけはなす	28317	94740
ミノタウロス	ミノタウロス	28318	
うろちょろ	うろちょろ	28319	
やくざ	やくざ	28320	
写本	しゃほん	28321	
詰所	つめしょ	28322	153167
喉笛	のどぶえ	28323	91473
ぐつぐつ	ぐつぐつ	28324	
鳴り出す	なりだす	28325	60084
おやっさん	おやっさん	28326	
大富豪	だいふごう	28327	227302
九六	くんろく	28328	
力尽くで	ちからずくで	28329	267639
決	けつ	28330	49500
一線を画する	いっせんをかくする	28331	
一騎	いっき	28332	
配役	はいやく	28333	
ほんで	ほんで	28334	
由緒正しい	ゆいしょただしい	28335	
お腹が減る	おなかがへる	28336	117853
筆記用具	ひっきようぐ	28337	
年来	ねんらい	28338	
ランナー	ランナー	28339	
漆	うるし	28340	
バッター	バッター	28341	
横流し	よこながし	28342	
ゴールデンウィーク	ゴールデンウィーク	28343	
人足	にんそく	28344	311819
何と言う	なんという	28345	4385
見地	けんち	28346	310437
外泊	がいはく	28347	
易々	いい	28348	279401
船舶	せんぱく	28349	
カップラーメン	カップラーメン	28350	
自棄になる	やけになる	28351	34873
持ち寄る	もちよる	28352	153275
再編	さいへん	28353	300450
腹の虫	はらのむし	28354	258020
ぴちゃぴちゃ	ぴちゃぴちゃ	28355	
中国語	ちゅうごくご	28356	
アカン	アカン	28357	
強姦	ごうかん	28358	127487
炎天下	えんてんか	28359	
及び腰	およびごし	28360	195470
勢いづく	いきおいづく	28361	224782
丸くなって	まるくなって	28362	
事件解決	じけんかいけつ	28363	
やり切る	やりきる	28364	13094
習わし	ならわし	28365	47976
頼みの綱	たのみのつな	28366	310505
為す術もない	なすすべもない	28367	29590
板挟み	いたばさみ	28368	
合法	ごうほう	28369	209137
頬を紅潮させる	ほおをこうちょうさせる	28370	
過半数	かはんすう	28371	
頭皮	とうひ	28372	
シャベル	シャベル	28373	
力技	ちからわざ	28374	188928
新任	しんにん	28375	
現出	げんしゅつ	28376	308619
野蛮人	やばんじん	28377	201510
ソフトクリーム	ソフトクリーム	28378	
溢れだす	あふれだす	28379	43494
折り紙	おりがみ	28380	101068
交わし合う	かわしあう	28381	89737
古くさい	ふるくさい	28382	192183
トモ	トモ	28383	
だんな	だんな	28384	
みこむ	みこむ	28385	
かねてから	かねてから	28386	
やぶさかではない	やぶさかではない	28387	
ほてる	ほてる	28388	
おなかいっぱい	おなかいっぱい	28389	
