term	reading	frequency	kana_frequency
シェイクスピア	シェイクスピア	39511	
管理職	かんりしょく	39512	
内容物	ないようぶつ	39513	
色目	いろめ	39514	188462
レリーフ	レリーフ	39515	
大黒柱	だいこくばしら	39516	202776
カント	カント	39517	
指南役	しなんやく	39518	
共学	きょうがく	39519	
スピリット	スピリット	39520	
道を急ぐ	みちをいそぐ	39521	
黒檀	こくたん	39522	
決め台詞	きめぜりふ	39523	
寝覚め	ねざめ	39524	112293
祈念	きねん	39525	204227
バトラー	バトラー	39526	
本流	ほんりゅう	39527	143089
蹴り出す	けりだす	39528	212607
全責任	ぜんせきにん	39529	
びいき	びいき	39530	
団体戦	だんたいせん	39531	
謡	うたい	39532	229321
百鬼夜行	ひゃっきやぎょう	39533	
チョコレートケーキ	チョコレートケーキ	39534	
据え付ける	すえつける	39535	83170
故事	こじ	39536	
幽霊船	ゆうれいせん	39537	
高次	こうじ	39538	
この上もなく	このうえもなく	39539	99627
会議場	かいぎじょう	39540	
入籍	にゅうせき	39541	231582
あやまって	あやまって	39542	
雄姿	ゆうし	39543	
強い心	つよいこころ	39544	293646
お殿様	おとのさま	39545	
コミュ障	コミュしょう	39546	
よいよい	よいよい	39547	
バトンタッチ	バトンタッチ	39548	
気分屋	きぶんや	39549	
ミハイル	ミハイル	39550	
灯油	とうゆ	39551	125075
別宅	べったく	39552	188153
実験動物	じっけんどうぶつ	39553	
気化	きか	39554	
お天道様	おてんとさま	39555	104712
個人戦	こじんせん	39556	
倦怠	けんたい	39557	
結婚記念日	けっこんきねんび	39558	278157
ぺったり	ぺったり	39559	
易しい	やさしい	39560	44782
異な	いな	39561	
清澄	せいちょう	39562	104093
上位互換	じょういごかん	39563	
安宿	やすやど	39564	
後半戦	こうはんせん	39565	
真ん丸	まんまる	39566	32199
もんどり打つ	もんどりうつ	39567	45100
いつ何時	いつなんどき	39568	98826
ワールドカップ	ワールドカップ	39569	
乳輪	にゅうりん	39570	
跳びかかる	とびかかる	39571	38390
怪談話	かいだんばなし	39572	
単価	たんか	39573	61003
私有地	しゆうち	39574	
過熱	かねつ	39575	
するっと	するっと	39576	
ギリシャ神話	ギリシャしんわ	39577	
おまえ達	おまえたち	39578	10481
ヒヤリ	ヒヤリ	39579	
ひょうきん	ひょうきん	39580	
ボツ	ボツ	39581	
体じゅう	からだじゅう	39582	56197
枯れ草	かれくさ	39583	
誰ひとりとして	だれひとりとして	39584	95369
１つ１つ	ひとつひとつ	39585	9885
ぶっちぎる	ぶっちぎる	39586	
ためらいながら	ためらいながら	39587	
渦巻き	うずまき	39588	81542
なかま	なかま	39589	
すがめる	すがめる	39590	
みなと	みなと	39591	
にんにく	にんにく	39592	
のちのち	のちのち	39593	
石けん	せっけん	39594	44184
ほろ	ほろ	39595	
いた	いた	39596	
ふら	ふら	39597	
ケタ	ケタ	39598	
おたま	おたま	39599	
いって来る	いってくる	39600	5682
戯言	ざれごと	39601	92263
目くじらを立てる	めくじらをたてる	39602	
欲を言えば	よくをいえば	39603	
番える	つがえる	39604	100569
絵具	えのぐ	39605	114094
反逆罪	はんぎゃくざい	39606	
かつかつ	かつかつ	39607	
夫婦喧嘩	ふうふげんか	39608	183112
家財	かざい	39609	
冴え渡る	さえわたる	39610	125567
横長	よこなが	39611	
勇猛果敢	ゆうもうかかん	39612	292320
射殺す	いころす	39613	202341
真壁	しんかべ	39614	
メイス	メイス	39615	
秒速	びょうそく	39616	
抜粋	ばっすい	39617	167795
一棟	ひとむね	39618	151063
新婚生活	しんこんせいかつ	39619	
跫音	あしおと	39620	49894
生産者	せいさんしゃ	39621	
トレード	トレード	39622	
旅客	りょかく	39623	
光彩	こうさい	39624	
御手	おて	39625	89391
洗顔	せんがん	39626	211919
世話が焼ける	せわがやける	39627	250631
木札	きふだ	39628	
ベッドルーム	ベッドルーム	39629	
どんぐり	どんぐり	39630	
馴れ初め	なれそめ	39631	70494
食い扶持	くいぶち	39632	196611
使い走り	つかいばしり	39633	
営業中	えいぎょうちゅう	39634	
血行	けっこう	39635	
チャーミング	チャーミング	39636	
スウェーデン	スウェーデン	39637	
委任	いにん	39638	190007
ころっと	ころっと	39639	
脱衣場	だついじょう	39640	255154
ブラックアウト	ブラックアウト	39641	
タスク	タスク	39642	
障り	さわり	39643	
中小企業	ちゅうしょうきぎょう	39644	
右折	うせつ	39645	154373
後の方	あとのほう	39646	80192
若返り	わかがえり	39647	
用法	ようほう	39648	130459
飾り物	かざりもの	39649	134352
極悪非道	ごくあくひどう	39650	304118
背に腹は代えられない	せにはらはかえられない	39651	
湘南	しょうなん	39652	
准将	じゅんしょう	39653	284251
廓	くるわ	39654	46854
如何にして	いかにして	39655	18489
食文化	しょくぶんか	39656	
事故現場	じこげんば	39657	
刷毛	はけ	39658	
日ざし	ひざし	39659	131326
フランス料理	フランスりょうり	39660	
喉仏	のどぼとけ	39661	114042
ごく僅か	ごくわずか	39662	25385
父娘	おやこ	39663	
身重	みおも	39664	136623
客商売	きゃくしょうばい	39665	
揺すぶる	ゆすぶる	39666	39297
音読	おんどく	39667	
再来週	さらいしゅう	39668	278378
容	かんばせ	39669	59700
ばってん	ばってん	39670	
世界遺産	せかいいさん	39671	
軽自動車	けいじどうしゃ	39672	
港区	みなとく	39673	
戦わす	たたかわす	39674	120072
損得勘定	そんとくかんじょう	39675	
王位継承者	おういけいしょうしゃ	39676	
一張羅	いっちょうら	39677	131590
望み薄	のぞみうす	39678	
つぐみ	つぐみ	39679	
生徒指導	せいとしどう	39680	
立て籠もる	たてこもる	39681	56477
斑	まだら	39682	26564
かわいがる	かわいがる	39683	
りな	りな	39684	
のろい	のろい	39685	
たのしむ	たのしむ	39686	
ヒクつく	ヒクつく	39687	
つき出す	つきだす	39688	30681
かおる	かおる	39689	
とびつく	とびつく	39690	
ジイ	ジイ	39691	
へそを曲げる	へそをまげる	39692	164737
スルリ	スルリ	39693	
ひとけ	ひとけ	39694	
チュン	チュン	39695	
ジメジメ	ジメジメ	39696	
伊東	いとう	39697	
例の	れいの	39698	212350
紙くず	かみくず	39699	112528
レンゲ	レンゲ	39700	
返	へん	39701	124202
振り出す	ふりだす	39702	117562
ボッコボコ	ボッコボコ	39703	
遺憾ながら	いかんながら	39704	249070
バッハ	バッハ	39705	
スリップ	スリップ	39706	
助命	じょめい	39707	
桃源郷	とうげんきょう	39708	259609
縦断	じゅうだん	39709	311716
働き手	はたらきて	39710	
ブラッシング	ブラッシング	39711	
纏わり付く	まとわりつく	39712	8799
斬り倒す	きりたおす	39713	188156
やり甲斐	やりがい	39714	17488
揉み合う	もみあう	39715	74188
映画化	えいがか	39716	274806
一笑	いっしょう	39717	
家庭用	かていよう	39718	
物的証拠	ぶってきしょうこ	39719	
クレジットカード	クレジットカード	39720	
居着く	いつく	39721	32990
蝕	しょく	39722	
将官	しょうかん	39723	
リボルバー	リボルバー	39724	
生け垣	いけがき	39725	72288
どきん	どきん	39726	
手折る	たおる	39727	90298
あない	あない	39728	
ちんぷんかんぷん	ちんぷんかんぷん	39729	
未知の領域	みちのりょういき	39730	
ゴッド	ゴッド	39731	
腕相撲	うでずもう	39732	185385
間を開ける	まをあける	39733	312868
骨身	ほねみ	39734	
仲の悪い	なかのわるい	39735	
不良少年	ふりょうしょうねん	39736	
自伝	じでん	39737	194161
私設	しせつ	39738	
連帯	れんたい	39739	142438
木枠	きわく	39740	
ブレイン	ブレイン	39741	
ヒーリング	ヒーリング	39742	
古着屋	ふるぎや	39743	
色付く	いろづく	39744	210504
せわしい	せわしい	39745	
親和性	しんわせい	39746	
一戸建て	いっこだて	39747	
被災地	ひさいち	39748	272630
シャットダウン	シャットダウン	39749	
工場長	こうじょうちょう	39750	
錐	すい	39751	30503
取り急ぎ	とりいそぎ	39752	
おねしょ	おねしょ	39753	
山間部	さんかんぶ	39754	
お馬鹿さん	おばかさん	39755	63680
徽章	きしょう	39756	
パルス	パルス	39757	
国主	こくしゅ	39758	
裏金	うらがね	39759	299728
神職	しんしょく	39760	
草食	そうしょく	39761	
累計	るいけい	39762	250237
バツイチ	バツイチ	39763	
着流し	きながし	39764	
三桁	さんけた	39765	244736
月日が経つ	つきひがたつ	39766	
オリオン	オリオン	39767	
食券	しょっけん	39768	
老兵	ろうへい	39769	234425
所行	しょぎょう	39770	170022
個々に	ここに	39771	
乗り入れる	のりいれる	39772	180425
空前	くうぜん	39773	306297
余暇	よか	39774	222301
薄情者	はくじょうもの	39775	218033
司馬	しば	39776	
乾す	ほす	39777	38889
バラック	バラック	39778	
透す	とおす	39779	23894
作り笑顔	つくりえがお	39780	
結婚を前提に	けっこんをぜんていに	39781	
明るむ	あかるむ	39782	113256
折り目	おりめ	39783	
佐伯	さえき	39784	
射かける	いかける	39785	77629
ひれ	ひれ	39786	
とはかぎらない	とはかぎらない	39787	
いそ	いそ	39788	
祓い	はらい	39789	80319
バカ女	バカおんな	39790	
ボケッと	ボケッと	39791	
スヤスヤ	スヤスヤ	39792	
かいい	かいい	39793	
しゃら	しゃら	39794	
捻れる	ねじれる	39795	23393
きめ	きめ	39796	
がーん	がーん	39797	
すりぬける	すりぬける	39798	
まっ暗	まっくら	39799	33988
それほど	それほど	39800	
つい	つい	39801	
せんか	せんか	39802	
休み休み	やすみやすみ	39803	188974
鋳造	ちゅうぞう	39804	169054
溶液	ようえき	39805	243726
ふんだくる	ふんだくる	39806	
着の身着のまま	きのみきのまま	39807	
無駄口を叩く	むだぐちをたたく	39808	
若し	もし	39809	291
暴挙に出る	ぼうきょにでる	39810	
インドネシア	インドネシア	39811	
いもい	いもい	39812	
一定量	いっていりょう	39813	
ケンタウロス	ケンタウロス	39814	
雑魚寝	ざこね	39815	150877
にかわり	にかわり	39816	
ご覧下さい	ごらんください	39817	66182
こうる	こうる	39818	
聖遺物	せいいぶつ	39819	221780
席を譲る	せきをゆずる	39820	
擦りむく	すりむく	39821	42488
イナゴ	イナゴ	39822	
盟	めい	39823	
ちくわ	ちくわ	39824	
氷山	ひょうざん	39825	
湾岸	わんがん	39826	
ワンチャン	ワンチャン	39827	
良縁	りょうえん	39828	
取り直す	とりなおす	39829	52295
社畜	しゃちく	39830	265245
区役所	くやくしょ	39831	
喜々	きき	39832	
食事時	しょくじどき	39833	
査問	さもん	39834	
錫	すず	39835	
親権	しんけん	39836	
不意を打つ	ふいをうつ	39837	151929
発展途上	はってんとじょう	39838	
クロム	クロム	39839	
キャラバン	キャラバン	39840	
播磨	はりま	39841	66598
発信機	はっしんき	39842	
権力闘争	けんりょくとうそう	39843	
改宗	かいしゅう	39844	
推薦状	すいせんじょう	39845	
イタリア語	イタリアご	39846	
部屋番号	へやばんごう	39847	
アクア	アクア	39848	
残弾	ざんだん	39849	
小冊子	しょうさっし	39850	280581
箇	こ	39851	
監察	かんさつ	39852	
淫蕩	いんとう	39853	
説明文	せつめいぶん	39854	
前掛け	まえかけ	39855	160280
行状	ぎょうじょう	39856	196462
町全体	まちぜんたい	39857	
与り知る	あずかりしる	39858	189212
気構え	きがまえ	39859	
事を荒立てる	ことをあらだてる	39860	182356
渡来	とらい	39861	316894
青天の霹靂	せいてんのへきれき	39862	
不衛生	ふえいせい	39863	
スペード	スペード	39864	
心臓発作	しんぞうほっさ	39865	
印字	いんじ	39866	
一途を辿る	いっとをたどる	39867	306947
身をやつす	みをやつす	39868	260420
書き入れる	かきいれる	39869	167238
飲み込み	のみこみ	39870	
ボア	ボア	39871	
男子校	だんしこう	39872	
ノーブラ	ノーブラ	39873	
避難場所	ひなんばしょ	39874	
書きかけ	かきかけ	39875	
うの	うの	39876	
しゃきっと	しゃきっと	39877	
オシッコ	オシッコ	39878	
すまん	すまん	39879	
つりあげる	つりあげる	39880	
くみ	くみ	39881	
連絡がとれる	れんらくがとれる	39882	295342
わけが無い	わけがない	39883	1971
クネクネ	クネクネ	39884	
とわ	とわ	39885	
こじつける	こじつける	39886	
ヤロウ	ヤロウ	39887	
咳きこむ	せきこむ	39888	23994
めん	めん	39889	
にかっと	にかっと	39890	
ワナワナ	ワナワナ	39891	
バイ	バイ	39892	
心掛け	こころがけ	39893	128348
やけっぱち	やけっぱち	39894	
きまり	きまり	39895	
オヤ	オヤ	39896	
しばらくぶり	しばらくぶり	39897	
たがい	たがい	39898	
くみ取る	くみとる	39899	89408
やろう	やろう	39900	
頭	ず	39901	
上唇	うわくちびる	39902	168416
ニナ	ニナ	39903	
働き方	はたらきかた	39904	
文学部	ぶんがくぶ	39905	
ぎす	ぎす	39906	
斜に構える	しゃにかまえる	39907	
示しがつかない	しめしがつかない	39908	143503
総身	そうみ	39909	
簀巻き	すまき	39910	152187
職業的	しょくぎょうてき	39911	
平均値	へいきんち	39912	
愉快犯	ゆかいはん	39913	
特殊性	とくしゅせい	39914	
大団円	だいだんえん	39915	170414
懸る	かかる	39916	300
砲門	ほうもん	39917	
公民館	こうみんかん	39918	
先駆ける	さきがける	39919	140758
ワンテンポ	ワンテンポ	39920	
温床	おんしょう	39921	178114
再考	さいこう	39922	
慰み	なぐさみ	39923	
鵺	ぬえ	39924	89438
此奴	こいつ	39925	609
寝汗	ねあせ	39927	
男勝り	おとこまさり	39928	
少しづつ	すこしづつ	39929	153996
嘗	なめ	39930	225429
山梨	やまなし	39931	167808
薄切り	うすぎり	39932	279920
婉曲	えんきょく	39933	253170
リザ	リザ	39934	
若木	わかぎ	39935	142342
養育費	よういくひ	39936	
間に合わせ	まにあわせ	39937	116678
執行猶予	しっこうゆうよ	39938	220146
冷や水	ひやみず	39939	198277
ルパン	ルパン	39940	
イアン	イアン	39941	
夢魔	むま	39942	74790
脊髄反射	せきずいはんしゃ	39943	
一方向	いちほうこう	39944	
胡	こ	39945	
内線	ないせん	39946	
下側	したがわ	39947	213411
町奉行	まちぶぎょう	39948	196899
ヒーラー	ヒーラー	39949	
密書	みっしょ	39950	127072
陰毛	いんもう	39951	
蜂蜜色	はちみついろ	39952	
クーラーボックス	クーラーボックス	39953	
直截	ちょくせつ	39954	
鋲	びょう	39955	
大道芸	だいどうげい	39956	
大洪水	だいこうずい	39957	224200
走行中	そうこうちゅう	39958	
カーソル	カーソル	39959	
と同じ様に	とおなじように	39960	46888
炭酸水	たんさんすい	39961	282446
鋼鉄製	こうてつせい	39962	
意を汲む	いをくむ	39963	
重工	じゅうこう	39964	
覚る	さとる	39965	28885
奏上	そうじょう	39966	
律義	りちぎ	39967	94963
ボロクソ	ボロクソ	39968	
機会をうかがう	きかいをうかがう	39969	
編制	へんせい	39970	
雑貨店	ざっかてん	39971	
定型	ていけい	39972	282473
猫舌	ねこじた	39973	
黒犬	くろいぬ	39974	
面会時間	めんかいじかん	39975	
損害賠償	そんがいばいしょう	39977	
悪影響を及ぼす	あくえいきょうをおよぼす	39978	
収拾がつかなくなる	しゅうしゅうがつかなくなる	39979	
漸	ぜん	39980	
マッドサイエンティスト	マッドサイエンティスト	39981	
クリスマスツリー	クリスマスツリー	39982	
アダルト	アダルト	39983	
カタン	カタン	39984	
行きかう	ゆきかう	39985	96885
Ｒ	アール	39986	240801
スキ	スキ	39987	
ホクロ	ホクロ	39988	
りと	りと	39989	
にせもの	にせもの	39990	
